,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapping - ArchivesSpace Resource record SECTION,Resource Identifying Information,Resource Identifying Information,Resource Identifying Information,Archival Object Context Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Archival Object Basic Information,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Language,Dates,Dates,Dates,Dates,Dates,Dates,Dates (2),Dates (2),Dates (2),Dates(2),Dates (2),Dates (2),Dates (3),Dates (3),Dates (3),Dates(3),Dates (3),Dates (3),Dates (4),Dates (4),Dates (4),Dates(4),Dates (4),Dates (4),Dates (5),Dates (5),Dates (5),Dates(5),Dates 53),Dates (5),Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Extent information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Container information,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Digital Object,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Agent Links,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Subjects,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,Notes,
,,mt839rq8746,,cp417jx9232,"Official Commission Transcript, Friedrich KLAEHN, 13 June 1946",H-0945,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-13,,single,1946-06-13,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),39 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/cp417jx9232,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-21, (b) Mimeograph - pp. 931-947",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,jy239cd4605,"Official Commission Transcript, Dieter WISLECENY, 14 June 1946",H-0946,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-14,,single,1946-06-14,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),25 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/jy239cd4605,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-12, (b) Mimeograph - pp. 948-959",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,gc115zk4580,"Official Commission Transcript, Walter ALBATH, 11 June 1946",H-0947,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-11,,single,1946-06-11,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),84 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/gc115zk4580,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,85054365,German language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-30 (English), (b) Mimeograph - pp. 960-987 (English), (c) Mimeograph - pp. 894-918 (German)",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,fw065nc0938,"Official Commission Transcript, Ernst HIRT, 13 June 1946",H-0948,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-13,,single,1946-06-13,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),26 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/fw065nc0938,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-13, (b) Mimeograph - pp. 988-999",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,jb512rv5954,"Official Commission Transcript, Paul KOPPE, 17 June 1946",H-0949,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-17,,single,1946-06-17,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),48 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/jb512rv5954,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-25, (b) Mimeograph - pp. 1000-1021",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,gc809zy1453,"Official Commission Transcript, Ernst HIRT, 14 June 1946",H-0950,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-14,,single,1946-06-14,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),79 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/gc809zy1453,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-41, (b) Mimeograph - pp. 1022-1058",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,zg387qx1476,"Official Commission Transcript, Anton SCHUELLER, 14 June 1946",H-0951,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-14,,single,1946-06-14,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),26 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/zg387qx1476,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-13, (b) Mimeograph - pp. 1069-1080",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,yc191rr4619,"Official Commission Transcript, Karl ENGELBERT, 19 June 1946",H-0952,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-19,,single,1946-06-19,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),15 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/yc191rr4619,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-7, (b) Mimeograph - pp. 1081-1087",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,nf656bh3832,"Official Commission Transcript, Eberhard Von THADDEN, 12 June 1946",H-0953,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-12,,single,1946-06-12,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),83 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/nf656bh3832,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-44, (b) Mimeograph - pp. 1088-1125",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,pf625xb2102,"Official Commission Transcript, Karl ENGELBERT, 17 June 1946",H-0954,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-17,,single,1946-06-17,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),42 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/pf625xb2102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-21, (b) Mimeograph - pp. 1126-1145",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,tf917zh7383,"Official Commission Transcript, Karl G. MOLT, 14 June 1946",H-0955,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-14,,single,1946-06-14,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),24 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/tf917zh7383,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-12, (b) Mimeograph - pp. 1146-1156",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,fn213rm1817,"Official Commission Transcript, Eberhard Von THADDEN, 11 June 1946",H-0956,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-11,,single,1946-06-11,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),60 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/fn213rm1817,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-35, (b) Mimeograph - pp. 1157-1180",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,yr999ph4753,"Official Commission Transcript, Anton SCHUELLER, 17 June 1946",H-0957,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-17,,single,1946-06-17,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),18 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/yr999ph4753,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-9, (b) Mimeograph - pp. 1181-1188",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,qy295fh5427,"Official Commission Transcript, Dr. KNOCHEN, 17 June 1946",H-0958,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-17,,single,1946-06-17,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),109 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/qy295fh5427,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-55, (b) Mimeograph - pp. 1189-1240",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,sn959bb3357,"Official Commission Transcript, Siegfried WESTPHAL, 18 June 1946",H-0959,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-18,,single,1946-06-18,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),120 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/sn959bb3357,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-64, (b) Mimeograph - pp. 1241-1295",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,jp245hk8179,"Official Commission Transcript, Helmut KNOCHEN, 14 June 1946",H-0960,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-14,,single,1946-06-14,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),64 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/jp245hk8179,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-33, (b) Mimeograph - pp. 1296-1325",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,wt735nc6738,"Official Commission Transcript, Franz STRAUB, 17 June 1946",H-0961,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-17,,single,1946-06-17,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),16 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/wt735nc6738,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-9, (b) Mimeograph - pp. 1326-1331",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,mc930zw9118,"Official Commission Transcript, Kurt Von RUNDSTEDT, 18 June 1946",H-0962,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-18,,single,1946-06-18,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),26 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/mc930zw9118,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-15, (b) Mimeograph - pp. 1332-1341",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,fp744rq1845,"Official Commission Transcript, Von RUNDSTEDT, 19 June 1946",H-0963,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-19,,single,1946-06-19,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),116 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/fp744rq1845,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-62, (b) Mimeograph - pp. 1342-1394",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,mx931zz1282,"Official Commission Transcript, Hans SCHNEIDER, 19 June 1946",H-0964,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-19,,single,1946-06-19,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),65 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/mx931zz1282,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-32, (b) Mimeograph - pp. 1395-1424",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,gs554hn0532,"Official Commission Transcript, Johann A. MOHR, 19 June 1946",H-0965,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-19,,single,1946-06-19,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),25 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/gs554hn0532,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-13, (b) Mimeograph - pp. 1424-1434. (Note: Page number 1424 is used twice.)",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,mx388dh1743,"Official Commission Transcript, Johann A. MOHR, 20 June 1946",H-0966,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-20,,single,1946-06-20,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),62 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/mx388dh1743,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-32, (b) Mimeograph - pp. 1435-1463",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,vm823dy5260,"Official Commission Transcript, Franz STRAUB, 20 June 1946",H-0967,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-20,,single,1946-06-20,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),42 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/vm823dy5260,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-21, (b) Mimeograph - pp. 1464-1483",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,gd729hx1916,"Official Commission Transcript, Von RUNDSTEDT, 20 June 1946",H-0968,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-20,,single,1946-06-20,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),108 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/gd729hx1916,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-58, (b) Mimeograph - pp. 1484-1530",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
,,mt839rq8746,,md150kj1561,"Official Commission Transcript, Von RUNDSTEDT, 21 June 1946",H-0969,3,Item,,1,,,,,,,,,,,,,,,,,,,creation,1946-06-21,,single,1946-06-21,inferred,,,,,,,,,,,,,,,,,,,,,,,,,,1,item(s),53 pages,Folders,,,,,,,,text,box,8,,,,,,,,,,,,,,,,,https://purl.stanford.edu/md150kj1561,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85043413,English language,function,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELIMINARY NOTES TO OFFICIAL TRANSCRIPT OF THE COMMISSIONS: Box 8 contains the Official Transcript of the Commissions appointed by the IMT for the hearing of witnesses or the presentation of Affidavits relating to the accused organizations. The inventory below indicates either the name of the witness or the accused organization.,1,,,,,,,,,,,"(a) Typescript - pp. 1-29, (b) Mimeograph - pp. 1532-1554",1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
